id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u5411,向,xiàng,0,“向”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,向人,向家,我在故事里看见“向”。,儿童绘本风：用清楚温暖的生活场景表现“向”的意思，无文字,character meaning words sentence,DRAFT
char_u5185,内,nèi,0,“内”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,内人,内家,我在故事里看见“内”。,儿童绘本风：用清楚温暖的生活场景表现“内”的意思，无文字,character meaning words sentence,DRAFT
char_u5973,女,nǚ,0,“女”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,女人,女家,我在故事里看见“女”。,儿童绘本风：用清楚温暖的生活场景表现“女”的意思，无文字,character meaning words sentence,DRAFT
char_u989c,颜,yán,0,“颜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,颜人,颜家,我在故事里看见“颜”。,儿童绘本风：用清楚温暖的生活场景表现“颜”的意思，无文字,character meaning words sentence,DRAFT
char_u8272,色,sè,0,“色”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,色人,色家,我在故事里看见“色”。,儿童绘本风：用清楚温暖的生活场景表现“色”的意思，无文字,character meaning words sentence,DRAFT
char_u5f62,形,xíng,0,“形”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,形人,形家,我在故事里看见“形”。,儿童绘本风：用清楚温暖的生活场景表现“形”的意思，无文字,character meaning words sentence,DRAFT
char_u72b6,状,zhuàng,0,“状”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,状人,状家,我在故事里看见“状”。,儿童绘本风：用清楚温暖的生活场景表现“状”的意思，无文字,character meaning words sentence,DRAFT
char_u5706,圆,yuán,0,“圆”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,圆人,圆家,我在故事里看见“圆”。,儿童绘本风：用清楚温暖的生活场景表现“圆”的意思，无文字,character meaning words sentence,DRAFT
char_u8f7b,轻,qīng,0,“轻”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,轻人,轻家,我在故事里看见“轻”。,儿童绘本风：用清楚温暖的生活场景表现“轻”的意思，无文字,character meaning words sentence,DRAFT
char_u91cd,重,zhòng,0,“重”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,重人,重家,我在故事里看见“重”。,儿童绘本风：用清楚温暖的生活场景表现“重”的意思，无文字,character meaning words sentence,DRAFT
char_u51b7,冷,lěng,0,“冷”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,冷人,冷家,我在故事里看见“冷”。,儿童绘本风：用清楚温暖的生活场景表现“冷”的意思，无文字,character meaning words sentence,DRAFT
char_u70ed,热,rè,0,“热”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,热人,热家,我在故事里看见“热”。,儿童绘本风：用清楚温暖的生活场景表现“热”的意思，无文字,character meaning words sentence,DRAFT
char_u9999,香,xiāng,0,“香”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,香人,香家,我在故事里看见“香”。,儿童绘本风：用清楚温暖的生活场景表现“香”的意思，无文字,character meaning words sentence,DRAFT
char_u751c,甜,tián,0,“甜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,甜人,甜家,我在故事里看见“甜”。,儿童绘本风：用清楚温暖的生活场景表现“甜”的意思，无文字,character meaning words sentence,DRAFT
char_u82e6,苦,kǔ,0,“苦”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,苦人,苦家,我在故事里看见“苦”。,儿童绘本风：用清楚温暖的生活场景表现“苦”的意思，无文字,character meaning words sentence,DRAFT
char_u9178,酸,suān,0,“酸”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,酸人,酸家,我在故事里看见“酸”。,儿童绘本风：用清楚温暖的生活场景表现“酸”的意思，无文字,character meaning words sentence,DRAFT
char_u8f6f,软,ruǎn,0,“软”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,软人,软家,我在故事里看见“软”。,儿童绘本风：用清楚温暖的生活场景表现“软”的意思，无文字,character meaning words sentence,DRAFT
char_u786c,硬,yìng,0,“硬”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,硬人,硬家,我在故事里看见“硬”。,儿童绘本风：用清楚温暖的生活场景表现“硬”的意思，无文字,character meaning words sentence,DRAFT
char_u5e72,干,gàn,0,“干”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,干人,干家,我在故事里看见“干”。,儿童绘本风：用清楚温暖的生活场景表现“干”的意思，无文字,character meaning words sentence,DRAFT
char_u6e7f,湿,shī,0,“湿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,湿人,湿家,我在故事里看见“湿”。,儿童绘本风：用清楚温暖的生活场景表现“湿”的意思，无文字,character meaning words sentence,DRAFT
char_u58f0,声,shēng,0,“声”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,声人,声家,我在故事里看见“声”。,儿童绘本风：用清楚温暖的生活场景表现“声”的意思，无文字,character meaning words sentence,DRAFT
char_u97f3,音,yīn,0,“音”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,音人,音家,我在故事里看见“音”。,儿童绘本风：用清楚温暖的生活场景表现“音”的意思，无文字,character meaning words sentence,DRAFT
char_u6b4c,歌,gē,0,“歌”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,歌人,歌家,我在故事里看见“歌”。,儿童绘本风：用清楚温暖的生活场景表现“歌”的意思，无文字,character meaning words sentence,DRAFT
char_u821e,舞,wǔ,0,“舞”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,舞人,舞家,我在故事里看见“舞”。,儿童绘本风：用清楚温暖的生活场景表现“舞”的意思，无文字,character meaning words sentence,DRAFT
char_u4e50,乐,lè,0,“乐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,乐人,乐家,我在故事里看见“乐”。,儿童绘本风：用清楚温暖的生活场景表现“乐”的意思，无文字,character meaning words sentence,DRAFT
char_u7403,球,qiú,0,“球”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,球人,球家,我在故事里看见“球”。,儿童绘本风：用清楚温暖的生活场景表现“球”的意思，无文字,character meaning words sentence,DRAFT
char_u68d2,棒,bàng,0,“棒”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,棒人,棒家,我在故事里看见“棒”。,儿童绘本风：用清楚温暖的生活场景表现“棒”的意思，无文字,character meaning words sentence,DRAFT
char_u7ef3,绳,shéng,0,“绳”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,绳人,绳家,我在故事里看见“绳”。,儿童绘本风：用清楚温暖的生活场景表现“绳”的意思，无文字,character meaning words sentence,DRAFT
char_u8239,船,chuán,0,“船”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,船人,船家,我在故事里看见“船”。,儿童绘本风：用清楚温暖的生活场景表现“船”的意思，无文字,character meaning words sentence,DRAFT
char_u98de,飞,fēi,0,“飞”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,飞人,飞家,我在故事里看见“飞”。,儿童绘本风：用清楚温暖的生活场景表现“飞”的意思，无文字,character meaning words sentence,DRAFT
char_u673a,机,jī,0,“机”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,机人,机家,我在故事里看见“机”。,儿童绘本风：用清楚温暖的生活场景表现“机”的意思，无文字,character meaning words sentence,DRAFT
char_u8def,路,lù,0,“路”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,路人,路家,我在故事里看见“路”。,儿童绘本风：用清楚温暖的生活场景表现“路”的意思，无文字,character meaning words sentence,DRAFT
char_u6865,桥,qiáo,0,“桥”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,桥人,桥家,我在故事里看见“桥”。,儿童绘本风：用清楚温暖的生活场景表现“桥”的意思，无文字,character meaning words sentence,DRAFT
char_u7a97,窗,chuāng,0,“窗”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,窗人,窗家,我在故事里看见“窗”。,儿童绘本风：用清楚温暖的生活场景表现“窗”的意思，无文字,character meaning words sentence,DRAFT
char_u623f,房,fáng,0,“房”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,房人,房家,我在故事里看见“房”。,儿童绘本风：用清楚温暖的生活场景表现“房”的意思，无文字,character meaning words sentence,DRAFT
char_u5c4b,屋,wū,0,“屋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,屋人,屋家,我在故事里看见“屋”。,儿童绘本风：用清楚温暖的生活场景表现“屋”的意思，无文字,character meaning words sentence,DRAFT
char_u6905,椅,yǐ,0,“椅”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,椅人,椅家,我在故事里看见“椅”。,儿童绘本风：用清楚温暖的生活场景表现“椅”的意思，无文字,character meaning words sentence,DRAFT
char_u88ab,被,bèi,0,“被”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,被人,被家,我在故事里看见“被”。,儿童绘本风：用清楚温暖的生活场景表现“被”的意思，无文字,character meaning words sentence,DRAFT
char_u5e3d,帽,mào,0,“帽”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,帽人,帽家,我在故事里看见“帽”。,儿童绘本风：用清楚温暖的生活场景表现“帽”的意思，无文字,character meaning words sentence,DRAFT
char_u978b,鞋,xié,0,“鞋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鞋人,鞋家,我在故事里看见“鞋”。,儿童绘本风：用清楚温暖的生活场景表现“鞋”的意思，无文字,character meaning words sentence,DRAFT
char_u889c,袜,wà,0,“袜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,袜人,袜家,我在故事里看见“袜”。,儿童绘本风：用清楚温暖的生活场景表现“袜”的意思，无文字,character meaning words sentence,DRAFT
char_u5305,包,bāo,0,“包”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,包人,包家,我在故事里看见“包”。,儿童绘本风：用清楚温暖的生活场景表现“包”的意思，无文字,character meaning words sentence,DRAFT
char_u4f1e,伞,sǎn,0,“伞”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,伞人,伞家,我在故事里看见“伞”。,儿童绘本风：用清楚温暖的生活场景表现“伞”的意思，无文字,character meaning words sentence,DRAFT
char_u949f,钟,zhōng,0,“钟”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,钟人,钟家,我在故事里看见“钟”。,儿童绘本风：用清楚温暖的生活场景表现“钟”的意思，无文字,character meaning words sentence,DRAFT
char_u5200,刀,dāo,0,“刀”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,刀人,刀家,我在故事里看见“刀”。,儿童绘本风：用清楚温暖的生活场景表现“刀”的意思，无文字,character meaning words sentence,DRAFT
char_u52fa,勺,sháo,0,“勺”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,勺人,勺家,我在故事里看见“勺”。,儿童绘本风：用清楚温暖的生活场景表现“勺”的意思，无文字,character meaning words sentence,DRAFT
char_u7897,碗,wǎn,0,“碗”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,碗人,碗家,我在故事里看见“碗”。,儿童绘本风：用清楚温暖的生活场景表现“碗”的意思，无文字,character meaning words sentence,DRAFT
char_u76d8,盘,pán,0,“盘”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,盘人,盘家,我在故事里看见“盘”。,儿童绘本风：用清楚温暖的生活场景表现“盘”的意思，无文字,character meaning words sentence,DRAFT
char_u7b77,筷,kuài,0,“筷”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,筷人,筷家,我在故事里看见“筷”。,儿童绘本风：用清楚温暖的生活场景表现“筷”的意思，无文字,character meaning words sentence,DRAFT
char_u8336,茶,chá,0,“茶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,茶人,茶家,我在故事里看见“茶”。,儿童绘本风：用清楚温暖的生活场景表现“茶”的意思，无文字,character meaning words sentence,DRAFT
char_u5976,奶,nǎi,0,“奶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,奶人,奶家,我在故事里看见“奶”。,儿童绘本风：用清楚温暖的生活场景表现“奶”的意思，无文字,character meaning words sentence,DRAFT
char_u83dc,菜,cài,0,“菜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,菜人,菜家,我在故事里看见“菜”。,儿童绘本风：用清楚温暖的生活场景表现“菜”的意思，无文字,character meaning words sentence,DRAFT
char_u8089,肉,ròu,0,“肉”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,肉人,肉家,我在故事里看见“肉”。,儿童绘本风：用清楚温暖的生活场景表现“肉”的意思，无文字,character meaning words sentence,DRAFT
char_u86cb,蛋,dàn,0,“蛋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,蛋人,蛋家,我在故事里看见“蛋”。,儿童绘本风：用清楚温暖的生活场景表现“蛋”的意思，无文字,character meaning words sentence,DRAFT
char_u732a,猪,zhū,0,“猪”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,猪人,猪家,我在故事里看见“猪”。,儿童绘本风：用清楚温暖的生活场景表现“猪”的意思，无文字,character meaning words sentence,DRAFT
char_u9e21,鸡,jī,0,“鸡”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鸡人,鸡家,我在故事里看见“鸡”。,儿童绘本风：用清楚温暖的生活场景表现“鸡”的意思，无文字,character meaning words sentence,DRAFT
char_u9e2d,鸭,yā,0,“鸭”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鸭人,鸭家,我在故事里看见“鸭”。,儿童绘本风：用清楚温暖的生活场景表现“鸭”的意思，无文字,character meaning words sentence,DRAFT
char_u9e45,鹅,é,0,“鹅”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鹅人,鹅家,我在故事里看见“鹅”。,儿童绘本风：用清楚温暖的生活场景表现“鹅”的意思，无文字,character meaning words sentence,DRAFT
char_u718a,熊,xióng,0,“熊”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,熊人,熊家,我在故事里看见“熊”。,儿童绘本风：用清楚温暖的生活场景表现“熊”的意思，无文字,character meaning words sentence,DRAFT
char_u864e,虎,hǔ,0,“虎”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,虎人,虎家,我在故事里看见“虎”。,儿童绘本风：用清楚温暖的生活场景表现“虎”的意思，无文字,character meaning words sentence,DRAFT
char_u72ee,狮,shī,0,“狮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,狮人,狮家,我在故事里看见“狮”。,儿童绘本风：用清楚温暖的生活场景表现“狮”的意思，无文字,character meaning words sentence,DRAFT
char_u8c61,象,xiàng,0,“象”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,象人,象家,我在故事里看见“象”。,儿童绘本风：用清楚温暖的生活场景表现“象”的意思，无文字,character meaning words sentence,DRAFT
char_u7334,猴,hóu,0,“猴”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,猴人,猴家,我在故事里看见“猴”。,儿童绘本风：用清楚温暖的生活场景表现“猴”的意思，无文字,character meaning words sentence,DRAFT
char_u9e7f,鹿,lù,0,“鹿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鹿人,鹿家,我在故事里看见“鹿”。,儿童绘本风：用清楚温暖的生活场景表现“鹿”的意思，无文字,character meaning words sentence,DRAFT
char_u9f20,鼠,shǔ,0,“鼠”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鼠人,鼠家,我在故事里看见“鼠”。,儿童绘本风：用清楚温暖的生活场景表现“鼠”的意思，无文字,character meaning words sentence,DRAFT
char_u7259,牙,yá,0,“牙”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,牙人,牙家,我在故事里看见“牙”。,儿童绘本风：用清楚温暖的生活场景表现“牙”的意思，无文字,character meaning words sentence,DRAFT
char_u8033,耳,ěr,0,“耳”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,耳人,耳家,我在故事里看见“耳”。,儿童绘本风：用清楚温暖的生活场景表现“耳”的意思，无文字,character meaning words sentence,DRAFT
char_u773c,眼,yǎn,0,“眼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,眼人,眼家,我在故事里看见“眼”。,儿童绘本风：用清楚温暖的生活场景表现“眼”的意思，无文字,character meaning words sentence,DRAFT
char_u9f3b,鼻,bí,0,“鼻”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,鼻人,鼻家,我在故事里看见“鼻”。,儿童绘本风：用清楚温暖的生活场景表现“鼻”的意思，无文字,character meaning words sentence,DRAFT
char_u8138,脸,liǎn,0,“脸”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,脸人,脸家,我在故事里看见“脸”。,儿童绘本风：用清楚温暖的生活场景表现“脸”的意思，无文字,character meaning words sentence,DRAFT
char_u811a,脚,jiǎo,0,“脚”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,脚人,脚家,我在故事里看见“脚”。,儿童绘本风：用清楚温暖的生活场景表现“脚”的意思，无文字,character meaning words sentence,DRAFT
char_u5fc3,心,xīn,0,“心”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,心人,心家,我在故事里看见“心”。,儿童绘本风：用清楚温暖的生活场景表现“心”的意思，无文字,character meaning words sentence,DRAFT
char_u8eab,身,shēn,0,“身”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,身人,身家,我在故事里看见“身”。,儿童绘本风：用清楚温暖的生活场景表现“身”的意思，无文字,character meaning words sentence,DRAFT
char_u529b,力,lì,0,“力”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,力人,力家,我在故事里看见“力”。,儿童绘本风：用清楚温暖的生活场景表现“力”的意思，无文字,character meaning words sentence,DRAFT
char_u6c14,气,qì,0,“气”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,气人,气家,我在故事里看见“气”。,儿童绘本风：用清楚温暖的生活场景表现“气”的意思，无文字,character meaning words sentence,DRAFT
char_u6bdb,毛,máo,0,“毛”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,毛人,毛家,我在故事里看见“毛”。,儿童绘本风：用清楚温暖的生活场景表现“毛”的意思，无文字,character meaning words sentence,DRAFT
char_u76ae,皮,pí,0,“皮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,皮人,皮家,我在故事里看见“皮”。,儿童绘本风：用清楚温暖的生活场景表现“皮”的意思，无文字,character meaning words sentence,DRAFT
char_u9aa8,骨,gǔ,0,“骨”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,骨人,骨家,我在故事里看见“骨”。,儿童绘本风：用清楚温暖的生活场景表现“骨”的意思，无文字,character meaning words sentence,DRAFT
char_u7a7f,穿,chuān,0,“穿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,穿人,穿家,我在故事里看见“穿”。,儿童绘本风：用清楚温暖的生活场景表现“穿”的意思，无文字,character meaning words sentence,DRAFT
char_u7ad9,站,zhàn,0,“站”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,站人,站家,我在故事里看见“站”。,儿童绘本风：用清楚温暖的生活场景表现“站”的意思，无文字,character meaning words sentence,DRAFT
char_u5750,坐,zuò,0,“坐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,坐人,坐家,我在故事里看见“坐”。,儿童绘本风：用清楚温暖的生活场景表现“坐”的意思，无文字,character meaning words sentence,DRAFT
char_u54ed,哭,kū,0,“哭”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,哭人,哭家,我在故事里看见“哭”。,儿童绘本风：用清楚温暖的生活场景表现“哭”的意思，无文字,character meaning words sentence,DRAFT
char_u4f4f,住,zhù,0,“住”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,住人,住家,我在故事里看见“住”。,儿童绘本风：用清楚温暖的生活场景表现“住”的意思，无文字,character meaning words sentence,DRAFT
char_u73a9,玩,wán,0,“玩”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,玩人,玩家,我在故事里看见“玩”。,儿童绘本风：用清楚温暖的生活场景表现“玩”的意思，无文字,character meaning words sentence,DRAFT
char_u505a,做,zuò,0,“做”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,做人,做家,我在故事里看见“做”。,儿童绘本风：用清楚温暖的生活场景表现“做”的意思，无文字,character meaning words sentence,DRAFT
char_u7528,用,yòng,0,“用”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,用人,用家,我在故事里看见“用”。,儿童绘本风：用清楚温暖的生活场景表现“用”的意思，无文字,character meaning words sentence,DRAFT
char_u627e,找,zhǎo,0,“找”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,找人,找家,我在故事里看见“找”。,儿童绘本风：用清楚温暖的生活场景表现“找”的意思，无文字,character meaning words sentence,DRAFT
char_u62ff,拿,ná,0,“拿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,拿人,拿家,我在故事里看见“拿”。,儿童绘本风：用清楚温暖的生活场景表现“拿”的意思，无文字,character meaning words sentence,DRAFT
char_u653e,放,fàng,0,“放”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,放人,放家,我在故事里看见“放”。,儿童绘本风：用清楚温暖的生活场景表现“放”的意思，无文字,character meaning words sentence,DRAFT
char_u6545,故,gù,0,“故”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,故人,故家,我在故事里看见“故”。,儿童绘本风：用清楚温暖的生活场景表现“故”的意思，无文字,character meaning words sentence,DRAFT
char_u4e8b,事,shì,0,“事”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,事人,事家,我在故事里看见“事”。,儿童绘本风：用清楚温暖的生活场景表现“事”的意思，无文字,character meaning words sentence,DRAFT
char_u670b,朋,péng,0,“朋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,朋人,朋家,我在故事里看见“朋”。,儿童绘本风：用清楚温暖的生活场景表现“朋”的意思，无文字,character meaning words sentence,DRAFT
char_u54e5,哥,gē,0,“哥”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,哥人,哥家,我在故事里看见“哥”。,儿童绘本风：用清楚温暖的生活场景表现“哥”的意思，无文字,character meaning words sentence,DRAFT
char_u59d0,姐,jiě,0,“姐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,姐人,姐家,我在故事里看见“姐”。,儿童绘本风：用清楚温暖的生活场景表现“姐”的意思，无文字,character meaning words sentence,DRAFT
char_u5f1f,弟,dì,0,“弟”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,弟人,弟家,我在故事里看见“弟”。,儿童绘本风：用清楚温暖的生活场景表现“弟”的意思，无文字,character meaning words sentence,DRAFT
char_u59b9,妹,mèi,0,“妹”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,妹人,妹家,我在故事里看见“妹”。,儿童绘本风：用清楚温暖的生活场景表现“妹”的意思，无文字,character meaning words sentence,DRAFT
char_u5b9d,宝,bǎo,0,“宝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,宝人,宝家,我在故事里看见“宝”。,儿童绘本风：用清楚温暖的生活场景表现“宝”的意思，无文字,character meaning words sentence,DRAFT
char_u5b69,孩,hái,0,“孩”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,孩人,孩家,我在故事里看见“孩”。,儿童绘本风：用清楚温暖的生活场景表现“孩”的意思，无文字,character meaning words sentence,DRAFT
char_u5b50,子,zi,0,“子”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,子人,子家,我在故事里看见“子”。,儿童绘本风：用清楚温暖的生活场景表现“子”的意思，无文字,character meaning words sentence,DRAFT
char_u533b,医,yī,0,“医”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,医人,医家,我在故事里看见“医”。,儿童绘本风：用清楚温暖的生活场景表现“医”的意思，无文字,character meaning words sentence,DRAFT
char_u62a4,护,hù,0,“护”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,护人,护家,我在故事里看见“护”。,儿童绘本风：用清楚温暖的生活场景表现“护”的意思，无文字,character meaning words sentence,DRAFT
char_u58eb,士,shì,0,“士”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,士人,士家,我在故事里看见“士”。,儿童绘本风：用清楚温暖的生活场景表现“士”的意思，无文字,character meaning words sentence,DRAFT
char_u8b66,警,jǐng,0,“警”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,警人,警家,我在故事里看见“警”。,儿童绘本风：用清楚温暖的生活场景表现“警”的意思，无文字,character meaning words sentence,DRAFT
char_u5bdf,察,chá,0,“察”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,察人,察家,我在故事里看见“察”。,儿童绘本风：用清楚温暖的生活场景表现“察”的意思，无文字,character meaning words sentence,DRAFT
char_u519c,农,nóng,0,“农”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,农人,农家,我在故事里看见“农”。,儿童绘本风：用清楚温暖的生活场景表现“农”的意思，无文字,character meaning words sentence,DRAFT
char_u6c11,民,mín,0,“民”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,民人,民家,我在故事里看见“民”。,儿童绘本风：用清楚温暖的生活场景表现“民”的意思，无文字,character meaning words sentence,DRAFT
char_u5de5,工,gōng,0,“工”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,工人,工家,我在故事里看见“工”。,儿童绘本风：用清楚温暖的生活场景表现“工”的意思，无文字,character meaning words sentence,DRAFT
char_u8c22,谢,xiè,0,“谢”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,谢人,谢家,我在故事里看见“谢”。,儿童绘本风：用清楚温暖的生活场景表现“谢”的意思，无文字,character meaning words sentence,DRAFT
char_u8bf7,请,qǐng,0,“请”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,请人,请家,我在故事里看见“请”。,儿童绘本风：用清楚温暖的生活场景表现“请”的意思，无文字,character meaning words sentence,DRAFT
char_u95ee,问,wèn,0,“问”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,问人,问家,我在故事里看见“问”。,儿童绘本风：用清楚温暖的生活场景表现“问”的意思，无文字,character meaning words sentence,DRAFT
char_u5bf9,对,duì,0,“对”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,对人,对家,我在故事里看见“对”。,儿童绘本风：用清楚温暖的生活场景表现“对”的意思，无文字,character meaning words sentence,DRAFT
char_u8d77,起,qǐ,0,“起”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,起人,起家,我在故事里看见“起”。,儿童绘本风：用清楚温暖的生活场景表现“起”的意思，无文字,character meaning words sentence,DRAFT
char_u6b22,欢,huān,0,“欢”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,欢人,欢家,我在故事里看见“欢”。,儿童绘本风：用清楚温暖的生活场景表现“欢”的意思，无文字,character meaning words sentence,DRAFT
char_u8fce,迎,yíng,0,“迎”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,迎人,迎家,我在故事里看见“迎”。,儿童绘本风：用清楚温暖的生活场景表现“迎”的意思，无文字,character meaning words sentence,DRAFT
char_u5b89,安,ān,0,“安”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,安人,安家,我在故事里看见“安”。,儿童绘本风：用清楚温暖的生活场景表现“安”的意思，无文字,character meaning words sentence,DRAFT
char_u5168,全,quán,0,“全”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,全人,全家,我在故事里看见“全”。,儿童绘本风：用清楚温暖的生活场景表现“全”的意思，无文字,character meaning words sentence,DRAFT
char_u5e2e,帮,bāng,0,“帮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,帮人,帮家,我在故事里看见“帮”。,儿童绘本风：用清楚温暖的生活场景表现“帮”的意思，无文字,character meaning words sentence,DRAFT
char_u52a9,助,zhù,0,“助”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,助人,助家,我在故事里看见“助”。,儿童绘本风：用清楚温暖的生活场景表现“助”的意思，无文字,character meaning words sentence,DRAFT
