character_id,text_status,image_status,audio_status,parent_status,reviewer,notes
char_u6c64,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u7ca5,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u997c,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u6843,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u68a8,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u8549,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u82bd,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u82d7,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u53f6,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u679d,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u6839,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u7cd5,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u7c89,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u4e38,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
char_u88e4,DRAFT,DRAFT,DRAFT,DRAFT,,等待儿童内容、媒体和家长审核
