question_id,character_id,question_type,correct_character,option_character_1,option_character_2,option_character_3,prompt_audio,review_status
q_char_u7269_listen,char_u7269,LISTEN_CHOOSE_CHARACTER,物,节,阳,亮,draft,DRAFT
q_char_u8282_listen,char_u8282,LISTEN_CHOOSE_CHARACTER,节,阳,亮,彩,draft,DRAFT
q_char_u9633_listen,char_u9633,LISTEN_CHOOSE_CHARACTER,阳,亮,彩,虹,draft,DRAFT
q_char_u4eae_listen,char_u4eae,LISTEN_CHOOSE_CHARACTER,亮,彩,虹,森,draft,DRAFT
q_char_u5f69_listen,char_u5f69,LISTEN_CHOOSE_CHARACTER,彩,虹,森,林,draft,DRAFT
q_char_u8679_listen,char_u8679,LISTEN_CHOOSE_CHARACTER,虹,森,林,原,draft,DRAFT
q_char_u68ee_listen,char_u68ee,LISTEN_CHOOSE_CHARACTER,森,林,原,公,draft,DRAFT
q_char_u6797_listen,char_u6797,LISTEN_CHOOSE_CHARACTER,林,原,公,园,draft,DRAFT
q_char_u539f_listen,char_u539f,LISTEN_CHOOSE_CHARACTER,原,公,园,院,draft,DRAFT
q_char_u516c_listen,char_u516c,LISTEN_CHOOSE_CHARACTER,公,园,院,商,draft,DRAFT
q_char_u56ed_listen,char_u56ed,LISTEN_CHOOSE_CHARACTER,园,院,商,店,draft,DRAFT
q_char_u9662_listen,char_u9662,LISTEN_CHOOSE_CHARACTER,院,商,店,厨,draft,DRAFT
q_char_u5546_listen,char_u5546,LISTEN_CHOOSE_CHARACTER,商,店,厨,厕,draft,DRAFT
q_char_u5e97_listen,char_u5e97,LISTEN_CHOOSE_CHARACTER,店,厨,厕,所,draft,DRAFT
q_char_u53a8_listen,char_u53a8,LISTEN_CHOOSE_CHARACTER,厨,厕,所,间,draft,DRAFT
q_char_u5395_listen,char_u5395,LISTEN_CHOOSE_CHARACTER,厕,所,间,城,draft,DRAFT
q_char_u6240_listen,char_u6240,LISTEN_CHOOSE_CHARACTER,所,间,城,市,draft,DRAFT
q_char_u95f4_listen,char_u95f4,LISTEN_CHOOSE_CHARACTER,间,城,市,乡,draft,DRAFT
q_char_u57ce_listen,char_u57ce,LISTEN_CHOOSE_CHARACTER,城,市,乡,村,draft,DRAFT
q_char_u5e02_listen,char_u5e02,LISTEN_CHOOSE_CHARACTER,市,乡,村,国,draft,DRAFT
q_char_u4e61_listen,char_u4e61,LISTEN_CHOOSE_CHARACTER,乡,村,国,世,draft,DRAFT
q_char_u6751_listen,char_u6751,LISTEN_CHOOSE_CHARACTER,村,国,世,界,draft,DRAFT
q_char_u56fd_listen,char_u56fd,LISTEN_CHOOSE_CHARACTER,国,世,界,河,draft,DRAFT
q_char_u4e16_listen,char_u4e16,LISTEN_CHOOSE_CHARACTER,世,界,河,海,draft,DRAFT
q_char_u754c_listen,char_u754c,LISTEN_CHOOSE_CHARACTER,界,河,海,湖,draft,DRAFT
q_char_u6cb3_listen,char_u6cb3,LISTEN_CHOOSE_CHARACTER,河,海,湖,江,draft,DRAFT
q_char_u6d77_listen,char_u6d77,LISTEN_CHOOSE_CHARACTER,海,湖,江,岛,draft,DRAFT
q_char_u6e56_listen,char_u6e56,LISTEN_CHOOSE_CHARACTER,湖,江,岛,馆,draft,DRAFT
q_char_u6c5f_listen,char_u6c5f,LISTEN_CHOOSE_CHARACTER,江,岛,馆,楼,draft,DRAFT
q_char_u5c9b_listen,char_u5c9b,LISTEN_CHOOSE_CHARACTER,岛,馆,楼,台,draft,DRAFT
q_char_u9986_listen,char_u9986,LISTEN_CHOOSE_CHARACTER,馆,楼,台,顶,draft,DRAFT
q_char_u697c_listen,char_u697c,LISTEN_CHOOSE_CHARACTER,楼,台,顶,角,draft,DRAFT
q_char_u53f0_listen,char_u53f0,LISTEN_CHOOSE_CHARACTER,台,顶,角,线,draft,DRAFT
q_char_u9876_listen,char_u9876,LISTEN_CHOOSE_CHARACTER,顶,角,线,面,draft,DRAFT
q_char_u89d2_listen,char_u89d2,LISTEN_CHOOSE_CHARACTER,角,线,面,豆,draft,DRAFT
q_char_u7ebf_listen,char_u7ebf,LISTEN_CHOOSE_CHARACTER,线,面,豆,瓜,draft,DRAFT
q_char_u9762_listen,char_u9762,LISTEN_CHOOSE_CHARACTER,面,豆,瓜,盐,draft,DRAFT
q_char_u8c46_listen,char_u8c46,LISTEN_CHOOSE_CHARACTER,豆,瓜,盐,糖,draft,DRAFT
q_char_u74dc_listen,char_u74dc,LISTEN_CHOOSE_CHARACTER,瓜,盐,糖,油,draft,DRAFT
q_char_u76d0_listen,char_u76d0,LISTEN_CHOOSE_CHARACTER,盐,糖,油,汤,draft,DRAFT
q_char_u7cd6_listen,char_u7cd6,LISTEN_CHOOSE_CHARACTER,糖,油,汤,粥,draft,DRAFT
q_char_u6cb9_listen,char_u6cb9,LISTEN_CHOOSE_CHARACTER,油,汤,粥,饼,draft,DRAFT
q_char_u6c64_listen,char_u6c64,LISTEN_CHOOSE_CHARACTER,汤,粥,饼,桃,draft,DRAFT
q_char_u7ca5_listen,char_u7ca5,LISTEN_CHOOSE_CHARACTER,粥,饼,桃,梨,draft,DRAFT
q_char_u997c_listen,char_u997c,LISTEN_CHOOSE_CHARACTER,饼,桃,梨,蕉,draft,DRAFT
q_char_u6843_listen,char_u6843,LISTEN_CHOOSE_CHARACTER,桃,梨,蕉,芽,draft,DRAFT
q_char_u68a8_listen,char_u68a8,LISTEN_CHOOSE_CHARACTER,梨,蕉,芽,苗,draft,DRAFT
q_char_u8549_listen,char_u8549,LISTEN_CHOOSE_CHARACTER,蕉,芽,苗,叶,draft,DRAFT
q_char_u82bd_listen,char_u82bd,LISTEN_CHOOSE_CHARACTER,芽,苗,叶,枝,draft,DRAFT
q_char_u82d7_listen,char_u82d7,LISTEN_CHOOSE_CHARACTER,苗,叶,枝,根,draft,DRAFT
q_char_u53f6_listen,char_u53f6,LISTEN_CHOOSE_CHARACTER,叶,枝,根,糕,draft,DRAFT
q_char_u679d_listen,char_u679d,LISTEN_CHOOSE_CHARACTER,枝,根,糕,粉,draft,DRAFT
q_char_u6839_listen,char_u6839,LISTEN_CHOOSE_CHARACTER,根,糕,粉,丸,draft,DRAFT
q_char_u7cd5_listen,char_u7cd5,LISTEN_CHOOSE_CHARACTER,糕,粉,丸,裤,draft,DRAFT
q_char_u7c89_listen,char_u7c89,LISTEN_CHOOSE_CHARACTER,粉,丸,裤,中,draft,DRAFT
q_char_u4e38_listen,char_u4e38,LISTEN_CHOOSE_CHARACTER,丸,裤,中,右,draft,DRAFT
q_char_u88e4_listen,char_u88e4,LISTEN_CHOOSE_CHARACTER,裤,中,右,左,draft,DRAFT
