question_id,character_id,question_type,prompt_audio,correct_option_id,option_ids,min_learned_count,evidence_category,requires_new_image,text_review_status,parent_review_status
q_char_u7259_listen_choose_character,char_u7259,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u7259_v1.mp3,text_char_u7259,"[""text_char_u7259"",""text_char_u773c"",""text_char_u8033"",""text_char_u725b""]",20,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u7259_character_choose_image,char_u7259,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u7259_v1.mp3,image_char_u7259,"[""image_char_u7259"",""image_char_u773c"",""image_char_u8033"",""image_char_u725b""]",20,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u7259_character_choose_audio,char_u7259,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u7259_v1.mp3,audio_char_u7259,"[""audio_char_u7259"",""audio_char_u773c"",""audio_char_u8033"",""audio_char_u725b""]",20,AUDIO_MATCH,false,PENDING,PENDING
q_char_u7259_shape_recognition,char_u7259,SHAPE_RECOGNITION,audio/characters/char_u7259_v1.mp3,text_char_u7259,"[""text_char_u7259"",""text_char_u773c"",""text_char_u8033"",""text_char_u725b""]",20,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u7259_life_word_context,char_u7259,LIFE_WORD_CONTEXT,audio/characters/char_u7259_v1.mp3,word_char_u7259_1,"[""word_char_u7259_1"",""word_char_u773c_1"",""word_char_u8033_1"",""word_char_u725b_1""]",20,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u725b_listen_choose_character,char_u725b,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u725b_v1.mp3,text_char_u725b,"[""text_char_u725b"",""text_char_u7259"",""text_char_u773c"",""text_char_u7f8a""]",21,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u725b_character_choose_image,char_u725b,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u725b_v1.mp3,image_char_u725b,"[""image_char_u725b"",""image_char_u7259"",""image_char_u773c"",""image_char_u7f8a""]",21,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u725b_character_choose_audio,char_u725b,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u725b_v1.mp3,audio_char_u725b,"[""audio_char_u725b"",""audio_char_u7259"",""audio_char_u773c"",""audio_char_u7f8a""]",21,AUDIO_MATCH,false,PENDING,PENDING
q_char_u725b_shape_recognition,char_u725b,SHAPE_RECOGNITION,audio/characters/char_u725b_v1.mp3,text_char_u725b,"[""text_char_u725b"",""text_char_u7259"",""text_char_u773c"",""text_char_u7f8a""]",21,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u725b_life_word_context,char_u725b,LIFE_WORD_CONTEXT,audio/characters/char_u725b_v1.mp3,word_char_u725b_1,"[""word_char_u725b_1"",""word_char_u7259_1"",""word_char_u773c_1"",""word_char_u7f8a_1""]",21,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u7f8a_listen_choose_character,char_u7f8a,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u7f8a_v1.mp3,text_char_u7f8a,"[""text_char_u7f8a"",""text_char_u725b"",""text_char_u7259"",""text_char_u9e1f""]",22,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u7f8a_character_choose_image,char_u7f8a,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u7f8a_v1.mp3,image_char_u7f8a,"[""image_char_u7f8a"",""image_char_u725b"",""image_char_u7259"",""image_char_u9e1f""]",22,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u7f8a_character_choose_audio,char_u7f8a,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u7f8a_v1.mp3,audio_char_u7f8a,"[""audio_char_u7f8a"",""audio_char_u725b"",""audio_char_u7259"",""audio_char_u9e1f""]",22,AUDIO_MATCH,false,PENDING,PENDING
q_char_u7f8a_shape_recognition,char_u7f8a,SHAPE_RECOGNITION,audio/characters/char_u7f8a_v1.mp3,text_char_u7f8a,"[""text_char_u7f8a"",""text_char_u725b"",""text_char_u7259"",""text_char_u9e1f""]",22,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u7f8a_life_word_context,char_u7f8a,LIFE_WORD_CONTEXT,audio/characters/char_u7f8a_v1.mp3,word_char_u7f8a_1,"[""word_char_u7f8a_1"",""word_char_u725b_1"",""word_char_u7259_1"",""word_char_u9e1f_1""]",22,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u9e1f_listen_choose_character,char_u9e1f,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u9e1f_v1.mp3,text_char_u9e1f,"[""text_char_u9e1f"",""text_char_u7f8a"",""text_char_u725b"",""text_char_u9c7c""]",23,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u9e1f_character_choose_image,char_u9e1f,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u9e1f_v1.mp3,image_char_u9e1f,"[""image_char_u9e1f"",""image_char_u7f8a"",""image_char_u725b"",""image_char_u9c7c""]",23,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u9e1f_character_choose_audio,char_u9e1f,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u9e1f_v1.mp3,audio_char_u9e1f,"[""audio_char_u9e1f"",""audio_char_u7f8a"",""audio_char_u725b"",""audio_char_u9c7c""]",23,AUDIO_MATCH,false,PENDING,PENDING
q_char_u9e1f_shape_recognition,char_u9e1f,SHAPE_RECOGNITION,audio/characters/char_u9e1f_v1.mp3,text_char_u9e1f,"[""text_char_u9e1f"",""text_char_u7f8a"",""text_char_u725b"",""text_char_u9c7c""]",23,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u9e1f_life_word_context,char_u9e1f,LIFE_WORD_CONTEXT,audio/characters/char_u9e1f_v1.mp3,word_char_u9e1f_1,"[""word_char_u9e1f_1"",""word_char_u7f8a_1"",""word_char_u725b_1"",""word_char_u9c7c_1""]",23,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u9c7c_listen_choose_character,char_u9c7c,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u9c7c_v1.mp3,text_char_u9c7c,"[""text_char_u9c7c"",""text_char_u9e1f"",""text_char_u7f8a"",""text_char_u9a6c""]",24,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u9c7c_character_choose_image,char_u9c7c,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u9c7c_v1.mp3,image_char_u9c7c,"[""image_char_u9c7c"",""image_char_u9e1f"",""image_char_u7f8a"",""image_char_u9a6c""]",24,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u9c7c_character_choose_audio,char_u9c7c,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u9c7c_v1.mp3,audio_char_u9c7c,"[""audio_char_u9c7c"",""audio_char_u9e1f"",""audio_char_u7f8a"",""audio_char_u9a6c""]",24,AUDIO_MATCH,false,PENDING,PENDING
q_char_u9c7c_shape_recognition,char_u9c7c,SHAPE_RECOGNITION,audio/characters/char_u9c7c_v1.mp3,text_char_u9c7c,"[""text_char_u9c7c"",""text_char_u9e1f"",""text_char_u7f8a"",""text_char_u9a6c""]",24,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u9c7c_life_word_context,char_u9c7c,LIFE_WORD_CONTEXT,audio/characters/char_u9c7c_v1.mp3,word_char_u9c7c_1,"[""word_char_u9c7c_1"",""word_char_u9e1f_1"",""word_char_u7f8a_1"",""word_char_u9a6c_1""]",24,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u9a6c_listen_choose_character,char_u9a6c,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u9a6c_v1.mp3,text_char_u9a6c,"[""text_char_u9a6c"",""text_char_u9c7c"",""text_char_u9e1f"",""text_char_u4e00""]",25,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u9a6c_character_choose_image,char_u9a6c,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u9a6c_v1.mp3,image_char_u9a6c,"[""image_char_u9a6c"",""image_char_u9c7c"",""image_char_u9e1f"",""image_char_u4e00""]",25,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u9a6c_character_choose_audio,char_u9a6c,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u9a6c_v1.mp3,audio_char_u9a6c,"[""audio_char_u9a6c"",""audio_char_u9c7c"",""audio_char_u9e1f"",""audio_char_u4e00""]",25,AUDIO_MATCH,false,PENDING,PENDING
q_char_u9a6c_shape_recognition,char_u9a6c,SHAPE_RECOGNITION,audio/characters/char_u9a6c_v1.mp3,text_char_u9a6c,"[""text_char_u9a6c"",""text_char_u9c7c"",""text_char_u9e1f"",""text_char_u4e00""]",25,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u9a6c_life_word_context,char_u9a6c,LIFE_WORD_CONTEXT,audio/characters/char_u9a6c_v1.mp3,word_char_u9a6c_1,"[""word_char_u9a6c_1"",""word_char_u9c7c_1"",""word_char_u9e1f_1"",""word_char_u4e00_1""]",25,LIFE_WORD_CONTEXT,false,PENDING,PENDING
