question_id,option_id,distractor_reason,ambiguity_risk,review_status,notes
q_char_u5929_life_word_context,word_char_u4e91_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_listen_choose_character,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_listen_choose_character,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_listen_choose_character,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_image,image_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_image,image_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_image,image_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_audio,audio_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_audio,audio_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_character_choose_audio,audio_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_shape_recognition,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_shape_recognition,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_shape_recognition,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_life_word_context,word_char_u5929_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_life_word_context,word_char_u6728_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e91_life_word_context,word_char_u96e8_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_listen_choose_character,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_listen_choose_character,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_listen_choose_character,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_image,image_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_image,image_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_image,image_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_audio,audio_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_audio,audio_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_character_choose_audio,audio_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_shape_recognition,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_shape_recognition,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_shape_recognition,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_life_word_context,word_char_u4e91_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_life_word_context,word_char_u5929_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u96e8_life_word_context,word_char_u98ce_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_listen_choose_character,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_listen_choose_character,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_listen_choose_character,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_image,image_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_image,image_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_image,image_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_audio,audio_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_audio,audio_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_character_choose_audio,audio_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_shape_recognition,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_shape_recognition,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_shape_recognition,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_life_word_context,word_char_u96e8_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_life_word_context,word_char_u4e91_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u98ce_life_word_context,word_char_u7530_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_listen_choose_character,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_listen_choose_character,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_listen_choose_character,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_image,image_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_image,image_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_image,image_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_audio,audio_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_audio,audio_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_character_choose_audio,audio_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_shape_recognition,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_shape_recognition,text_char_u96e8,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_shape_recognition,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_life_word_context,word_char_u98ce_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_life_word_context,word_char_u96e8_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7530_life_word_context,word_char_u624b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_listen_choose_character,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_listen_choose_character,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_listen_choose_character,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_image,image_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_image,image_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_image,image_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_audio,audio_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_audio,audio_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_character_choose_audio,audio_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_shape_recognition,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_shape_recognition,text_char_u98ce,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_shape_recognition,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_life_word_context,word_char_u7530_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_life_word_context,word_char_u98ce_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u624b_life_word_context,word_char_u5934_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_listen_choose_character,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_listen_choose_character,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_listen_choose_character,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_image,image_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_image,image_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_image,image_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_audio,audio_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_audio,audio_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_character_choose_audio,audio_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_shape_recognition,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_shape_recognition,text_char_u7530,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_shape_recognition,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_life_word_context,word_char_u624b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_life_word_context,word_char_u7530_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5934_life_word_context,word_char_u8033_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_listen_choose_character,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_listen_choose_character,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_listen_choose_character,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_image,image_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_image,image_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_image,image_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_audio,audio_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_audio,audio_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_character_choose_audio,audio_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_shape_recognition,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_shape_recognition,text_char_u624b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_shape_recognition,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_life_word_context,word_char_u5934_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_life_word_context,word_char_u624b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u8033_life_word_context,word_char_u773c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_listen_choose_character,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_listen_choose_character,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_listen_choose_character,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_image,image_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_image,image_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_image,image_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_audio,audio_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_audio,audio_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_character_choose_audio,audio_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_shape_recognition,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_shape_recognition,text_char_u5934,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_shape_recognition,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_life_word_context,word_char_u8033_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_life_word_context,word_char_u5934_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u773c_life_word_context,word_char_u7259_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_listen_choose_character,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_listen_choose_character,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_listen_choose_character,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_image,image_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_image,image_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_image,image_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_audio,audio_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_audio,audio_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_character_choose_audio,audio_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_shape_recognition,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_shape_recognition,text_char_u8033,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_shape_recognition,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_life_word_context,word_char_u773c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_life_word_context,word_char_u8033_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7259_life_word_context,word_char_u725b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_listen_choose_character,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_listen_choose_character,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_listen_choose_character,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_image,image_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_image,image_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_image,image_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_audio,audio_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_audio,audio_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_character_choose_audio,audio_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_shape_recognition,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_shape_recognition,text_char_u773c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_shape_recognition,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_life_word_context,word_char_u7259_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_life_word_context,word_char_u773c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u725b_life_word_context,word_char_u7f8a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_listen_choose_character,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_listen_choose_character,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_listen_choose_character,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_image,image_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_image,image_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_image,image_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_audio,audio_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_audio,audio_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_character_choose_audio,audio_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_shape_recognition,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_shape_recognition,text_char_u7259,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_shape_recognition,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_life_word_context,word_char_u725b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_life_word_context,word_char_u7259_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u7f8a_life_word_context,word_char_u9e1f_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_listen_choose_character,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
